project,repo,tag,digest,size
devops-backend,development,110-2b7c94e,sha256:f6c64077c95e3b919aaa2b9cc3bdc4922cfddb5b139bce43b775469aa2a48afe,133.35MB
devops-backend,development,107-4636f50,sha256:bba12f7630310520f18ffd12ff69e0802035936955e49b852b54c8f86b3f2232,133.35MB
devops-backend,development,106-9c4384f,sha256:0dfb4ca3d682c673308d4bacbbdedfe8dca6dbd1f08229eadba923b5f6dc51dd,133.35MB
devops-backend,development,105-b76bdcf,sha256:9f1c37d177aad23226589677eae2951857e9266f4d71a0d6f11e39849aac3f80,134.23MB
devops-backend,development,104-f7ffa26,sha256:acfcbc179a811b6fa2af3fdf74beb8d36b6bf0d84c2b24a80be3e220d911d920,134.23MB
devops-backend,development,103-df0eb4e,sha256:d820f71eb6c7f357a186f1bf994d5c73fce05b13e147c96354acebe13525db6f,134.20MB
devops-backend,development,102-0962a05,sha256:b8f9c1697df41333a0f992dbe7848e978313ffde59b8a45b73a5a9fbe4d4f856,134.20MB
devops-backend,development,101-4214123,sha256:e381cb5fb9e83b335c275273fdd51a8274f425096d739da8637e84c048d45515,134.20MB
devops-backend,development,100-8db8d4c,sha256:ef168400251b469ce090bca7f66a62cef454490e84f9b532a30d8fe6cdb84596,133.19MB
devops-backend,development,99-5935211,sha256:0de082dac5dd6a02684f1d0b88a7da6cd512fe691356db05257507da18bcdbb3,133.18MB
devops-backend,development,98-28af0be,sha256:db8d71ba3cd00ba3161fcb759024edc2010c78eedd02cfa1b4c79a3a71ac84c3,133.18MB
devops-frontend,ic3,latest,sha256:65930bf97597762a0fdbdc58b93728bd55e5e57f388313610884f16b904be5fd,42.00MB
devops-frontend,ic3,test,sha256:65930bf97597762a0fdbdc58b93728bd55e5e57f388313610884f16b904be5fd,42.00MB
devops-frontend,ic3,23-b839837,sha256:65930bf97597762a0fdbdc58b93728bd55e5e57f388313610884f16b904be5fd,42.00MB
devops-frontend,devopsit,latest,sha256:f05fc88486f933074f039bab8b84fc2d83004087b589a0d09426f1adf156edfc,29.28MB
devops-frontend,devopsit,k-water-v1.0,sha256:f05fc88486f933074f039bab8b84fc2d83004087b589a0d09426f1adf156edfc,29.28MB
devops-frontend,devopsit,34-13adf9d,sha256:f05fc88486f933074f039bab8b84fc2d83004087b589a0d09426f1adf156edfc,29.28MB
devops-frontend,devopsit,v1.7.0,sha256:9ceac90b5433e286290ca4b73505ea638f2f602e248cce1b4426014a78c09717,29.27MB
devops-frontend,devopsit,28-342aa4b,sha256:9ceac90b5433e286290ca4b73505ea638f2f602e248cce1b4426014a78c09717,29.27MB
devops-frontend,devopsit,27-57e2fd4,sha256:2a78a684efa3b53563d2cba984c43b03624957c9373f4d9021349e79689a540c,29.26MB
devops-frontend,devopsit,v1.6.0,sha256:35f713b0d57b0c02e64cba0f096190852b86f43a1dab7885be0ea1c9d0af7dde,39.54MB
devops-frontend,devopsit,22-a3d2381,sha256:35f713b0d57b0c02e64cba0f096190852b86f43a1dab7885be0ea1c9d0af7dde,39.54MB
devops-frontend,devopsit,v1.5.0,sha256:58a6c8cc693020027240c944c98b1ef1037ddccc374fe5ba75cb1a62927b3071,37.12MB
devops-frontend,devopsit,16-6e56b38,sha256:58a6c8cc693020027240c944c98b1ef1037ddccc374fe5ba75cb1a62927b3071,37.12MB
devops-frontend,devopsit,15-2e8cbb1,sha256:02da421c6682d1a943e3c370f3c97393abe7ae7d3f114eca41c4fc66722de13c,37.12MB
devops-frontend,devopsit-test,latest-test1,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend,devopsit-test,13-9a7f440,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend,test,latest,sha256:ae0be424f0e208f0d90a889e06fe21274afb5d168c6bf99ce00dbd95d6e175d3,36.29MB
devops-frontend,test,28-523a110,sha256:ae0be424f0e208f0d90a889e06fe21274afb5d168c6bf99ce00dbd95d6e175d3,36.29MB
devops-frontend,dev,latest,sha256:276303649e56c94fa16248f840a8fd99279648f885a2eda816607265922b6b7d,29.27MB
devops-frontend,dev,dev,sha256:276303649e56c94fa16248f840a8fd99279648f885a2eda816607265922b6b7d,29.27MB
devops-frontend,dev,32-a8718f2,sha256:276303649e56c94fa16248f840a8fd99279648f885a2eda816607265922b6b7d,29.27MB
devops-frontend,dev,31-98f7a52,sha256:850e38b5bd4710717c0c39396f3d347b735b774316a2f07329f70d709bb51507,29.27MB
devops-frontend,dev,30-4c51abd,sha256:29bbc96aeeba2c54691b4b77f739f299bdfab4c36f04fe2977ed0f15ea80b310,29.27MB
devops-frontend,dev,21-dbb2473,sha256:e573ced5b6114c5a4886dc066eab0b97709ec580cee4c0ddefc20a8047f04b6b,39.54MB
devops-frontend,dev,20-a9f8e1e,sha256:e2c39e2a6026365cf4c6d82913b1279af1ec64273da386260bf034d2144c4e28,39.52MB
devops-frontend,dev,19-00ff0bf,sha256:7bb5b59d7a2e01755dca4a4569c9436aedf57268434ba997b5d1a8eb5a90a35f,39.51MB
devops-frontend,dev,18-32ecb18,sha256:2709028e475c2e8ca89d6e3914088317332d0bdbcbeb1d7f902551499ae2413d,39.49MB
devops-frontend,dev,14-2e8cbb1,sha256:02da421c6682d1a943e3c370f3c97393abe7ae7d3f114eca41c4fc66722de13c,37.12MB
devops-frontend,dev,13-8d0d8ed,sha256:c4ae8a2a6ce13a4dcb9ad7e4f8591fe3b911ca2b8c784cf6e3a2098526899e22,37.12MB
devops-frontend,dev,12-df33075,sha256:379558fc336760e8d40f4771ad239107a1ebd66b2e5dc24f41a35e2da57dc21e,37.12MB
devops-frontend,dev,11-70a88c4,sha256:86351f9362b09b37f9ca38775e3209a934b26c3ecb4cb9b99d598ed8c5c4e988,37.12MB
devops-frontend,dev,10-c24efb7,sha256:e94d58c0a378eca116f094f86a6a027b9a80e4f3bbf5216a05f4985b639babf5,37.12MB
devops-frontend,dev,9-8076785,sha256:1f7759797d4cf9a32b7c92ab769213a610fd8f21b03d7ac0f810fe5e03fb9cf4,37.12MB
devops-frontend,dev,8-8c37103,sha256:ae4c62ef941975e54f10ac774ea0764e35cec98e0dec7994eeb4a66273d52f00,37.11MB
devops-frontend,dev,7-a09434d,sha256:bb987c61733d932d7c4f590ad448e837043897ef07411696c2817c26273a45a5,37.12MB
devops-frontend,dev,6-3b5265f,sha256:e48351c758516d0f7558476abaa7bf7522d93447b4cb46bf2bc7640ae2843316,37.12MB
devops-frontend,dev,5-ab55bcb,sha256:b5b53e457abced54fa9ed85c5fdafbdee34772e0544dbc2c04b4d7c93ba581d9,37.11MB
devops-frontend,dev,4-f685d0d,sha256:beb6ba83918c9a799265d3d5558119b7f9a5a68b836eb51df00665514b44d736,37.10MB
devops-frontend,dev,3-9a7f440,sha256:bddc96bd44eacefe32ffc2b7cfd11b5a917b7446f9ca10393f1b01826b57acc8,36.66MB
devops-frontend,dev,2-9a7f440,sha256:bddc96bd44eacefe32ffc2b7cfd11b5a917b7446f9ca10393f1b01826b57acc8,36.66MB
devops-frontend,dev,1-9a7f440,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend,dev,9-9a7f440,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend,dev,87-9a7f440,sha256:9c1d455e22bf8531e65abed4c7994342ad067f293b9a48c2eacfe2d1e5fe47b6,36.66MB
devops-frontend,dev,1.0.2,sha256:b642760d4272fe3cefef83e5dac1f2d30104df60f033c0a6c389d7a3548b9022,36.66MB
devops-frontend,dev,86-3539a15,sha256:b642760d4272fe3cefef83e5dac1f2d30104df60f033c0a6c389d7a3548b9022,36.66MB
devops-frontend,dev,85-6d60b91,sha256:c033bd671f183a6659ffa5c3e45b4b29a8040d5b7d823b7079a0ea086195a0a2,36.66MB
devops-frontend,dev,84-3d3fe9a,sha256:f98459e331e9f3aa6f0560ab0f072e2aab62cd4238df5781063462557a454a4c,36.66MB
devops-frontend,dev,82-a35d8b4,sha256:8bfa6dc3e35d81518a896045ad3a66372419af6dff7ed56b6e0049ed959f361a,36.66MB
devops-frontend,dev,73-b93b52e,sha256:34636f83f80439b38437bd01a5fa6d4fbf0406e57714be5907ae282b9313bcb8,36.66MB
devops-frontend,dev,72-b93b52e,sha256:34636f83f80439b38437bd01a5fa6d4fbf0406e57714be5907ae282b9313bcb8,36.66MB
devops-frontend,dev,71-b93b52e,sha256:34636f83f80439b38437bd01a5fa6d4fbf0406e57714be5907ae282b9313bcb8,36.66MB
devops-frontend,dev,70-b93b52e,sha256:34636f83f80439b38437bd01a5fa6d4fbf0406e57714be5907ae282b9313bcb8,36.66MB
devops-frontend,dev,68-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,67-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,66-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,65-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,64-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,63-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,62-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,60-b93b52e,sha256:5e6084f789880c6d7f361da3341db184505e0fbb62f96804cd3fce25e51ba627,36.66MB
devops-frontend,dev,59-ef48fbc,sha256:3afb515b75ec33746488a9edd65e32d13771dc3e1054ac5e0f7bb0b36e23f1b6,36.66MB
devops-frontend,dev,56-2a9aa86,sha256:4cea53be3ae05e663b7c33f42e23ce769d58d2705f4e2b775235415ef29182e3,36.66MB
devops-frontend,dev,2-07620c0,sha256:cdbe114290c70f9dbfbb12215947d7c2244b15f39807d6b9cf9eb727b9aed34d,36.66MB
devops-frontend,dev,1-07620c0,sha256:cdbe114290c70f9dbfbb12215947d7c2244b15f39807d6b9cf9eb727b9aed34d,36.66MB
devops-frontend,dev,54-07620c0,sha256:cdbe114290c70f9dbfbb12215947d7c2244b15f39807d6b9cf9eb727b9aed34d,36.66MB
devops-frontend,dev,52-07620c0,sha256:cb67a922df7cf8d44f027b520bd137ef0012a1ffd79d0a95c1f636fd902046bc,36.66MB
devops-frontend,dev,51-07620c0,sha256:cb67a922df7cf8d44f027b520bd137ef0012a1ffd79d0a95c1f636fd902046bc,36.66MB
devops-frontend,dev,47-8bc526b,sha256:b2f002bbf583802ed33d654d0ab5bf0c7169c258fb92400ca377c3d96f5bcf87,36.66MB
devops-frontend,dev,46-788f35f,sha256:44803c61b3ace31f8c8e8b573873ce6222807f2a98eadfef3b9d1dde308437c0,36.66MB
devops-frontend,dev,44-6aaeaed,sha256:5d9bda3fdaafbfcd5242d2877fe7cb54bd9edead6a3131eba70020eee4887137,36.66MB
devops-frontend,dev,40-ed10844,sha256:07f797438737c2a367b2538c7283d2e8f206bf7a7cd34c62205380090b752e24,36.66MB
devops-frontend,dev,37-7341cd7,sha256:a3d9704a8c17ffcd2b0d91359740fe6ce63e8be8c0e91c22c699d6f2906faa5f,36.65MB
devops-frontend,dev,36-5aeaf1e,sha256:8e1663302adcc069cf2deb65f44ab31ef36fd32d515318bd9512190cb1d71b69,36.65MB
devops-frontend,dev,35-32b0bd2,sha256:71ddb46b7889b1a549253762159e5078cde3687a3cdf9bd61be8a06e408e7802,36.65MB
devops-frontend,dev,34-369c34e,sha256:d1593469b36358cd60dba300dfe2c7d9ae5f3f118c74efbb62cfa9a72c8cd565,36.31MB
devops-frontend,dev,29-57c8728,sha256:94d633659aec51279295f5ce02e63d21738bdb0025173fef7e28123705408ec5,36.30MB
devops-frontend,dev,27-5c0dc94,sha256:a32af5fc973ff7464114156eaeb568fa312a6f1cf19ea24b212d52f6d8a59ece,36.31MB
devops-frontend-pipeline-test,devopsit-test,latest,sha256:bddc96bd44eacefe32ffc2b7cfd11b5a917b7446f9ca10393f1b01826b57acc8,36.66MB
devops-frontend-pipeline-test,devopsit-test,test-0619-03,sha256:bddc96bd44eacefe32ffc2b7cfd11b5a917b7446f9ca10393f1b01826b57acc8,36.66MB
devops-frontend-pipeline-test,devopsit-test,23-9a7f440,sha256:bddc96bd44eacefe32ffc2b7cfd11b5a917b7446f9ca10393f1b01826b57acc8,36.66MB
devops-frontend-pipeline-test,devopsit-test,test-0619,sha256:624f96d35c45d7a840699153c007ce1c38a62d817a2232cc674011ee75481729,36.66MB
devops-frontend-pipeline-test,devopsit-test,17-9a7f440,sha256:624f96d35c45d7a840699153c007ce1c38a62d817a2232cc674011ee75481729,36.66MB
devops-frontend-pipeline-test,devopsit-test,15-9a7f440,sha256:97792fd79fbfc03d25f7f0c4c63e738c547a06d6e72f42bfe465c4ac8daeb2db,36.66MB
devops-frontend-pipeline-test,devopsit-test,latest-test-0619-1,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend-pipeline-test,devopsit-test,19-9a7f440,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend-pipeline-test,devopsit-test,latest-test,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend-pipeline-test,devopsit-test,16-9a7f440,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-frontend-pipeline-test,devopsit-test,14-9a7f440,sha256:ccb671449367a6ca6770e0b0b8160028ad1e91e30c5368ecdbfc1d3c7cb66cbd,36.66MB
devops-util,unitycatalog-ui,v0.3.1,sha256:d1ca9e708cdc5d340976b9202de32da96966658b7bae2748e5e43ca649168fb6,677.32MB
devops-util,unitycatalog-server,v0.3.1,sha256:47c307a5b652512349fcd36229d918970e7aae5d3276d8df7126d44e174bb7d8,2156.25MB
devops-util,jenkins-controller,2.528.2-jdk21,sha256:8c4530fbb2df23c190caf57cba9b9245be87b57767a89b77157f7ccbedcbe9e2,2280.78MB
devops-util,jenkins-controller,2.516.3-jdk21,sha256:8b247fa236b450f6c6a45b8ff3a0e5e7259070e3cf54d57a1c4e91207b3d4087,1858.17MB
devops-util,jenkins-inbound-agent,3355.v388858a_47b_33-3-jdk21,sha256:d42d560fc08a5ed81bfd74ee4fb2e6e618c869e4a0a3e5115ab232e1ed031eee,2017.19MB
devops-util,jenkins-inbound-agent,3345.v03dee9b_f88fc-1-jdk21,sha256:5e62ccfa58db9fdb8d45acb6fe6d5ab5d687b1b9d067c8e8c2837aba136bb898,1810.98MB
devops-util,jenkins-agent,3345.v03dee9b_f88fc-1-jdk21,sha256:b2cca7fe3e9c6371ef19fe9100115c01b74ff70345c1e2594384cfbb4ca8c524,213.41MB
devops-util,jenkins-home,2.499-jdk21,sha256:d7f2842379afb83110a499e02b52ae1e5d4ac2fdb2d1efc09c04be0557525147,2513.07MB
devops-util,jenkins-docker,2.499-jdk21,sha256:db43a6000a7c197432c9724dc6a5ea4cde041318860103b08a91549de3d6b6aa,415.79MB
dns,coredns,1.11.3,sha256:f0b8c589314ed010a0c326e987a52b50801f0145ac9b75423af1b5c66dbd6d50,17.70MB
dns,dns-agent,latest,sha256:a9d68590f04f141d1e87827ec742559b80fac99f92a5de876191841fc930f3ae,164.24MB
dns,dns-agent,v1.0,sha256:a9d68590f04f141d1e87827ec742559b80fac99f92a5de876191841fc930f3ae,164.24MB
dns,dns-agent,dev-baa7056,sha256:f810454ec598f0aaae514a95b0ad6a851c4a7f007611670ee724ad37a580dabc,164.23MB
dns,dns-agent,dev-5b47dde,sha256:48830fb97ae4a60fc48be0c75e00a6876d170b98bb1dba86448bf57a2adba98b,164.23MB
docker-registry,registry,2.7.1,sha256:36cb5b157911061fb610d8884dc09e0b0300a767a350563cbfd88b4b85324ce4,9.49MB
fluentd,base,v1.16-debian,sha256:6aff75aff81c288acd3f19ee1843e607546083b507cc2d1819d54f0bb98a6d6c,97.11MB
fluentd,agent,v1.13-debian,sha256:f732f9154ea395720fe5270c8e966014c3839072c3f885604ad774858eae9718,113.70MB
fluentd,forwarder,1.16.1,sha256:06d313ce11e72cf2594cc788887d2cdc190c36b489946696194b136dd24ae33d,121.86MB
gitcitest,hello-inno,1.0-dev,sha256:514cd582121d74fe2c105e57c6cef4631d0d201c53e6962507e42db6da54a8f8,20.23MB
gitcitest,nginx,alpine,sha256:61cae0215d5f7ed742c7b77f5c002596a03d1895b49cb4a189610e2ec8637feb,19.50MB
gitcitest,node,20.8.0,sha256:8c7685c60f11acf445ece2e2859e77cf893495c9a13fb4cd9a53faebf74b155c,380.53MB
gitcitest,docker,stable,sha256:8f71deccd0856d8a36db659a8c82894be97546b47c1817de27d5ee7eea860162,64.60MB
gitlab,gitlab-ce,15.11.3,sha256:15aed718ff79af4f23855b6cb820ad2591d3d723d3a9a929235c7512b359deef,1313.30MB
gitlabci-module,gitlab-runner,v15.11.1,sha256:c8eec8e17b00a0bb34ccf6276e59856a705b64ddb8ba3eec82bd571db1be0001,520.99MB
gitlabci-module,mysql,8.0,sha256:fbd9f1045554f7111a3f79d3bd4378d8747e3693dab22f174b2d972cb626ce7b,159.06MB
gitlabci-module,gitlab-ci-connector,1.1,sha256:98efeddb4f2b2c832676a688d7759147b4aedadd286f439945795155aceeb288,115.03MB
gitlabci-module,gitlab-ci-connector,1.0,sha256:a5deaf6c2016601821398f60e1e61e42f50b1e7fc6810eccc26b6464642cc979,118.82MB
gitlabci-module,gitlab-runner-config-factory,1.0,sha256:97ede3163156d87763c8b4c25c945443323e8371e84eb6ab332a40e5f22d62bc,113.40MB
gitlab-runner,runner,15.11.1,sha256:06c0e00fea7d87dbd4250fa6763a28a4725d2d3767d602fd2ff11c23e3abb3e6,525.84MB
ingress-nginx,kube-webhook-certgen,v1.4.0,sha256:8df5b141ef881ca3c528e0fb3f99ed25f9b1ebf0c0394b64145ba5a1574908d3,22.38MB
ingress-nginx,controller,v1.10.0,sha256:8599752323e929e5444542c0b66108ac47dfbf2610ac4cf1f38acae968dfb468,94.40MB
jx-install-test-image,secloudit-jxgo-service,240823-01,sha256:3771f9289835b7239808cd75a89a44bd1f33535996d5a65e75c81fb5cd23f59c,74.71MB
jx-install-test-image,secloudit-jxgo-service,240819-02,sha256:5078ee7a49cbbdf0d90f2184adce5a6dfa200d6be609a032959c8e84e00a79e6,73.88MB
jx-install-test-image,secloudit-jxgo-service,240819-01,sha256:38547362d6de6321a79cbe3b807edba23f8585c51bf375c37eb32d740fb5fb33,74.54MB
jx-install-test-image,secloudit-k8s-service,240819-01,sha256:e455a83fe4f10043797e8d358a68f7c336a0e808ce16623eed0fe0acd72d10cb,26.79MB
jx-install-test-image,secloudit-gateway-service,240826-01,sha256:92a0d002def782dfdf8cbe060c23689bfae478148123bac922b829fd4f6f2712,150.53MB
jx-install-test-image,secloudit-gateway-service,240823-01,sha256:7792d9004143bb20aca0231f1eea72e52aacec1d7210e13668ec8ac810df4dae,150.53MB
jx-install-test-image,secloudit-gateway-service,240819-01,sha256:73da494cad15d7f3a1caf7fe434e3acccb04d667ab3aa2fae207dcbb72943f04,150.53MB
jx-install-test-image,secloudit-api-service,240826-01,sha256:a6000861ce24883841bb3f07a73891eb9488ca29467ae66dc06b2fac8faff8cd,177.23MB
jx-install-test-image,secloudit-api-service,240823-01,sha256:617895f4f5a8f159417cd5dd4259280fc6b080c58b3dc0338891a0773c8fb3ee,177.23MB
jx-install-test-image,secloudit-api-service,240819-01,sha256:bf20e44c7c82b7d8579d0631d902ffcc4b6b0743a881fbbc5e9a446a76b70561,177.23MB
kafka,fluentd,secloudit-v2.2,sha256:4be3a8b712467e71305b61484d2fe373c3154e0841ee645910a23a552b852428,119.89MB
kafka,alert-module,v1.2,sha256:ca58a90d4f6a18968a7c9aa519f007ce4d7d1810fd5e34731a6d0c67c1385c21,9.81MB
kafka,secloudit-alert-module,v2.6.0,sha256:15fc9faa31c734025493767033c4c737a46d7531236b6f4c6d0b01c1a76a93c7,9.84MB
kafka,secloudit-alert-module,v2.5.0,sha256:2c7a8c74097b52714aa46ca2994e8a58e0f713bede55e8f5f101131657c5a557,9.84MB
kafka,secloudit-alert-module,v2.5,sha256:27b130d53763abf8968740ead82e591db10a167a9c038a98597f08652f469875,9.82MB
kafka,secloudit-alert-module,v1.2,sha256:27b130d53763abf8968740ead82e591db10a167a9c038a98597f08652f469875,9.82MB
kafka,secloudit-alert-module,test-03,sha256:fb5d9cb05316c4e4888d1e6a8c0b07846d2bcabc065f87a8697c14db19e87a00,9.82MB
kafka,secloudit-alert-module,test-02,sha256:b11bbcd4da00e62191c9196cd745085797aa769133359a04b27fa4420294c6e7,9.82MB
kafka,secloudit-alert-module,test-01,sha256:b7cf7c362e6be5785baab3584987e6c1d5786176a757f3b732ad79bf2df53981,9.82MB
kafka,secloudit-alert-module,v1.1,sha256:ca58a90d4f6a18968a7c9aa519f007ce4d7d1810fd5e34731a6d0c67c1385c21,9.81MB
kafka,kubernetes-event-exporter,1.7.0-debian-12-r19,sha256:01bac6fc821fe9d5bc657aa9e416e6650781fd346466228a1b73a01388ba5d54,62.78MB
kafka,kafka,3.7.0-debian-12-r7,sha256:cc8c1504e6392f2971dcf41db5394a37560148566036ea03215d5d4524e60d48,367.52MB
kafka,kubectl,1.30.2-debian-12-r0,sha256:e90c1a13240ff6a83d3e4ae261ad8c11e02782484c14f0bf63ccd030c7ce4677,102.01MB
kalee-test,simple-chat,2,sha256:8a6a5bf547b1c3623d14652bbf54e41eb310e72ebc96de90dcf4a88988f120e7,17.30MB
kalee-test,simple-chat,1,sha256:2b29908ace613767f00d8b79d4ea995d96cc9eaab993c438fd03bba967fd8eb2,17.68MB
kalee-test,victorialogs-stats-collector,1.0.0,sha256:88120c579561267c682c0c356af1497339c9a0f8eca374ec8b6535183ba85b87,7.43MB
kalee-test,victorialogs-stats-collector,latest,sha256:c2702b13791f3f0f87efe8b7a7f6b800b892827834d9e02e98e098418f0caa7e,7.81MB
kalee-test,2r1b,0.1,sha256:9d917de6eb62bc4c6f56dc60ff453e1e2ad8466d6a6b68f124888724fb92ed64,32.34MB
kalee-test,ssh-chat,v2.1.0,sha256:5f379d5be63a44a70fdf3631712d44c5f4a466e3c2ebba93cd63d9e4887461b3,16.92MB
kalee-test,ssh-chat,v2.0.2,sha256:29db38af8c2e8518e96634117538abad29ed7f4ba1674846c9ae595723a1524c,5.48MB
kalee-test,ssh-chat,v2.0.1,sha256:8ec188a4006ebf8ab6153eec388209a92d9e3da65a7a2f3616fdb01963da7c59,5.48MB
kalee-test,ssh-chat,v2.0.0,sha256:2fe20662b131e74aad5525ad9c8a3a70fea9d43459485ba67772698c43fcab2f,5.49MB
kalee-test,ssh-chat,v1.0.0,sha256:d081eb6ee1b7ff2e560de93c94c3d0f097db57009cc9357fb545e7b32d0891cd,7.34MB
kalee-test,pod-kwok,v1.0.1,sha256:615192af9ecfa6b1860e409d8b8f2f66f392f43e85f408d1734e589f643c1bfa,82.01MB
kalee-test,pod-kwok,v1.0.0,sha256:04c279ffaf30b04bebb09e6d43f330f795d82f7b1fe038d431f2ab17e14b1c99,82.01MB
kalee-test,rbac-webui-frontend,1.0.0,sha256:29913905f1cc3f2bb08d1cbec0b82554ab9aaa4c4a3cd439252470c327d5aacc,20.77MB
kalee-test,rbac-webui-backend,1.0.0,sha256:c4209a6d5b9f846146adf7387fa8494964dd93da6988f4fd28e2d23648bb1d5a,49.55MB
kalee-test,secloudit-gateway,v2.5-test-02,sha256:4a120c63700c91aa56bb3d33c5be4223e64ec62e57d8801b84e42d36081bffd9,220.46MB
kalee-test,secloudit-gateway,v2.5-test-01,sha256:d6ffda3bdb056621c9ef733d4f6e92f2152a1de64f3cd8683d068b61feba8945,220.46MB
kalee-test,secloudit-gateway,v2.5-test,sha256:e92a5b63867c9701418a3f1d0706178ab6420dd73a411605b397cf6f04ee93e6,220.46MB
kalee-test,secloudit-auth-adapter,v2.5-test-01,sha256:6216b615630cee91123fe2639b31db3092ea09ab8eecf0f5211850ff0442599b,276.94MB
kalee-test,secloudit-auth-adapter,v2.5-test,sha256:25b299fc2049430d3d265d2768b5651da50f293bd7242b2ad190fdad29771c4c,279.17MB
kalee-test,secloudit-cluster-adapter,v2.5-test-01,sha256:80d3f2efd222e7529defd9476015ea31dd0e040aedb2b3c7fa110cc33d05437b,310.84MB
kalee-test,secloudit-cluster-adapter,v2.5-test,sha256:58106279826bcfd8d0ebfae1f33177c461eb2366921cef358e981f525721a903,313.07MB
kalee-test,secloudit-delivery-adapter,v2.5-test-01,sha256:8389eb8f177e21aa1041c47e89224b814554069ba762929dace6f236a0612147,288.39MB
kalee-test,secloudit-delivery-adapter,v2.5-test,sha256:623747f2a1e40655d75ff3bbd15060cf39af58ad9afe369b27818f459ac97c5c,290.62MB
kalee-test,secloudit-monitoring-adapter,v2.5-test-01,sha256:02d832c2562e9c88c81336ee6e7aeb34200104afaa3c6fcb7f44b65167d6cac9,273.84MB
kalee-test,secloudit-monitoring-adapter,v2.5-test,sha256:5c99c833eb0c64a34275b37389ffcfff1cc6b293335dfeeb73d34980d6891acb,276.07MB
kalee-test,secloudit-bff,v2.5-test-04,sha256:86bfb57af72895282e75759960559468766cb652ac382efe35784218c74768f2,301.41MB
kalee-test,secloudit-bff,v2.5-test-03,sha256:005a11760eb21a5bed87021a12cd76c37cfaf4e0f020b1dc96b04c76b672da63,301.41MB
kalee-test,secloudit-bff,v2.5-test-01,sha256:3563d59197e97bf03d9b713f44808095a063492555135a5362cad30833c5c9fb,301.41MB
kalee-test,secloudit-bff,v2.5-test,sha256:4b8430ea10d074bac418203dd95b9cd0bef756bd7ee2459cb0b2a4216a9d51ca,303.65MB
kalee-test,secloudit-v1.5,paas-1365-69,sha256:39b7c0ff9d05891ceca242fc73b18aacea83df0502e74be6201ad2cf1fac650c,66.48MB
kalee-test,secloudit-v1.5,paas-1365-68,sha256:d9b97d545f71aeb4293924e2f250536f561b500b5b7967acde37c6c5341a72bd,66.48MB
kalee-test,secloudit-v1.5,paas-1365-67,sha256:93412f83cfd5bf0ec55d5d1e8aabe0273bb309bd7089aeea5fbefa211b9f8b48,66.48MB
kalee-test,secloudit-v1.5,paas-1365-66,sha256:b15f4875b0619f91271f6301145f58540e4535685917509927e8751af1b28246,66.48MB
kalee-test,secloudit-v1.5,paas-1365-65,sha256:2700a7c5a7815d34a9b16001cececae0970859c04df1cf6e86e6f664fd2a3cdb,66.48MB
kalee-test,secloudit-v1.5,paas-1365-64,sha256:6ff30e12295f93204fc593ae49666c44eb7873bcd9743b6af9b94b56a7fbcbcf,66.48MB
kalee-test,secloudit-v1.5,paas-1365-63,sha256:a48336d924eef19f535bef3a0d7942316df401e204bcfa1c11048a4720379426,66.48MB
kalee-test,secloudit-v1.5,paas-1365-ori-01,sha256:0178875774fafefa6a141a2508d5613dc363e1677801a2eb71562d1caad297e5,66.48MB
kalee-test,secloudit-v1.5,paas-1365-62,sha256:1ad74d027944c561ca14a6258b75861f76ba83dd4b27290ff61cc54f186d4499,66.48MB
kalee-test,secloudit-v1.5,paas-1365-ori,sha256:eb56f383d00c9b7e89f022e3b5c663892b739704e87b6eee58f3e36e6b4ee235,66.48MB
